motherid,sdate,edate,seventtype,eeventtype,locationid,location,episode_id
CAB041010,2002-03-15,2002-11-15,2,2,CAB041,2,1084
CAB041010,2009-07-15,2012-09-15,2,2,CAB041,2,1085
CAB042007,NA,NA,NA,NA,CAB042,2,1086
CAB042022,1995-11-16,1996-05-15,3,2,CAB042,2,1087
CAB042022,1996-05-15,2001-01-15,2,2,CAB042,2,1088
CAB042022,2001-01-15,2001-08-15,2,2,CAB042,2,1089
CAB042022,2001-08-15,2002-11-15,2,2,CAB042,2,1090
CAB042022,2002-11-15,2010-12-26,2,2,CAB042,2,1091
CAB042022,2011-12-15,2016-08-15,2,2,CAB042,2,1092
CAB042025,1995-11-16,2001-12-15,3,2,CAB042,2,1093
CAB042025,2003-08-15,2008-05-26,2,2,CAB042,2,1094
CAB042032,2001-04-02,2002-02-15,2,2,CAB042,2,1095
CAB042032,2004-05-15,2004-11-15,2,2,CAB042,2,1096
CAB042032,2005-05-25,2018-06-15,2,2,CAB042,2,1097
CAB042053,NA,NA,NA,NA,CAB042,2,1098
CAB043003,1995-11-16,1996-06-15,3,2,CAB043,2,1099
CAB043003,1995-11-16,1996-06-15,3,2,WEG068,2,1100
CAB043005,1995-11-16,2000-02-07,3,2,CAC050,2,1101
CAB043005,2000-02-07,2001-08-22,2,2,CAC050,2,1102
CAB043006,1995-11-16,1999-05-15,3,2,WFA038,1,1103
CAB043006,1995-11-16,1999-05-15,3,2,WFA038,2,1104
CAB043007,1995-11-16,2000-08-15,3,2,CAB010,2,1105
CAB043007,1995-11-16,2000-08-15,3,2,CAB010,1,1106
CAB043007,1995-11-16,2000-08-15,3,2,EDE024,2,1107
CAB043007,1995-11-16,2000-08-15,3,2,NGF041,2,1108
CAB043007,2001-11-15,2002-11-15,2,2,CAB010,2,1109
CAB043007,2001-11-15,2002-11-15,2,2,CAB010,1,1110
CAB043007,2001-11-15,2002-11-15,2,2,EDE024,2,1111
CAB043007,2001-11-15,2002-11-15,2,2,NGF041,2,1112
CAB043007,2002-11-15,2004-04-15,2,2,CAB010,2,1113
CAB043007,2002-11-15,2004-04-15,2,2,CAB010,1,1114
CAB043007,2002-11-15,2004-04-15,2,2,EDE024,2,1115
CAB043007,2002-11-15,2004-04-15,2,2,NGF041,2,1116
CAB043007,2004-04-15,2005-02-28,2,2,CAB010,2,1117
CAB043007,2004-04-15,2005-02-28,2,2,CAB010,1,1118
CAB043007,2004-04-15,2005-02-28,2,2,EDE024,2,1119
CAB043007,2004-04-15,2005-02-28,2,2,NGF041,2,1120
CAB043007,2005-02-28,2006-08-05,2,2,CAB010,2,1121
CAB043007,2005-02-28,2006-08-05,2,2,CAB010,1,1122
CAB043007,2005-02-28,2006-08-05,2,2,EDE024,2,1123
CAB043007,2005-02-28,2006-08-05,2,2,NGF041,2,1124
CAB043007,2007-09-15,2016-02-15,2,2,CAB010,2,1125
CAB043007,2007-09-15,2016-02-15,2,2,CAB010,1,1126
CAB043007,2007-09-15,2016-02-15,2,2,EDE024,2,1127
CAB043007,2007-09-15,2016-02-15,2,2,NGF041,2,1128
CAB044007,1995-11-16,2011-10-15,3,2,CAB044,2,1129
CAB044009,1995-11-16,1996-06-15,3,2,WFF052,1,1130
CAB044009,1995-11-16,1996-06-15,3,2,CAJ068,1,1131
CAB044009,1995-11-16,1996-06-15,3,2,WFF052,2,1132
CAB044009,1996-06-15,2010-10-28,2,2,WFF052,1,1133
CAB044009,1996-06-15,2010-10-28,2,2,CAJ068,1,1134
CAB044009,1996-06-15,2010-10-28,2,2,WFF052,2,1135
CAB044009,2010-10-28,2019-04-15,2,2,WFF052,1,1136
CAB044009,2010-10-28,2019-04-15,2,2,CAJ068,1,1137
CAB044009,2010-10-28,2019-04-15,2,2,WFF052,2,1138
CAB044012,1995-11-16,2002-08-15,3,2,NGA164,2,1139
CAB044012,2002-08-15,2004-04-15,2,2,NGA164,2,1140
CAB044012,2004-04-15,2004-08-15,2,2,NGA164,2,1141
CAB044012,2005-10-15,2006-07-15,2,2,NGA164,2,1142
CAB044012,2007-07-15,2013-06-15,2,2,NGA164,2,1143
CAB044012,2013-06-15,2017-06-15,2,2,NGA164,2,1144
CAB044013,1995-11-16,2000-07-11,3,2,CAB044,2,1145
CAB044013,1995-11-16,2000-07-11,3,2,WFF053,2,1146
CAB044013,2000-07-15,2001-11-15,2,2,CAB044,2,1147
CAB044013,2000-07-15,2001-11-15,2,2,WFF053,2,1148
CAB044013,2001-12-15,2008-11-15,2,2,CAB044,2,1149
CAB044013,2001-12-15,2008-11-15,2,2,WFF053,2,1150
CAB044013,2010-01-21,2014-10-15,2,2,CAB044,2,1151
CAB044013,2010-01-21,2014-10-15,2,2,WFF053,2,1152
CAB045006,NA,NA,NA,NA,CAB045,2,1153
CAB045006,NA,NA,NA,NA,CAK065,2,1154
CAB046012,1999-05-15,2003-03-30,2,2,CAB046,1,1155
CAB046012,1999-05-15,2003-03-30,2,2,CAE021,2,1156
CAB046012,2003-03-30,2004-03-15,2,2,CAB046,1,1157
CAB046012,2003-03-30,2004-03-15,2,2,CAE021,2,1158
CAB046012,2007-12-20,2014-07-15,2,2,CAB046,1,1159
CAB046012,2007-12-20,2014-07-15,2,2,CAE021,2,1160
CAB046012,2014-07-15,2015-05-15,2,2,CAB046,1,1161
CAB046012,2014-07-15,2015-05-15,2,2,CAE021,2,1162
CAB046012,2015-05-15,2018-06-15,2,2,CAB046,1,1163
CAB046012,2015-05-15,2018-06-15,2,2,CAE021,2,1164
CAB046014,2016-08-15,2018-08-15,2,2,CAB046,2,1165
CAB047011,2010-09-01,2017-04-04,2,2,CAB047,2,1166
CAB047017,NA,NA,NA,NA,CAB047,2,1167
CAB049010,1995-11-16,2009-08-15,3,2,CAB049,2,1168
CAB049010,2010-09-20,2017-11-15,2,2,CAB049,2,1169
CAB049011,1995-11-16,2012-08-15,3,2,CAB049,2,1170
CAB050003,1995-11-16,2000-05-15,3,2,CAB050,2,1171
CAB050003,1995-11-16,2000-05-15,3,2,CAI085,2,1172
CAB050003,2000-05-15,2003-04-15,2,2,CAB050,2,1173
CAB050003,2000-05-15,2003-04-15,2,2,CAI085,2,1174
CAB050007,1995-11-16,2006-07-05,3,2,CAB050,2,1175
CAB050007,2010-07-15,2011-03-15,2,2,CAB050,2,1176
CAB050010,1996-06-15,2000-06-15,2,2,CAB050,2,1177
CAB050014,2002-11-15,2009-04-15,2,2,CAB050,2,1178
CAB050014,2010-07-15,2011-01-15,2,2,CAB050,2,1179
CAB052006,1995-11-16,1999-05-15,3,2,CAB052,2,1180
CAB052006,2001-01-15,2012-07-15,2,2,CAB052,2,1181
CAB052006,2001-06-15,2011-01-15,2,2,CAB052,2,1182
CAB052006,2012-07-15,2015-06-15,2,2,CAB052,2,1183
CAB052006,2015-06-15,2016-06-15,2,2,CAB052,2,1184
CAB052008,2001-06-15,2011-01-15,2,2,CAM066,2,1185
CAB052008,2011-01-15,2015-06-15,2,2,CAM066,2,1186
CAB052008,2015-06-15,2018-06-15,2,2,CAM066,2,1187
CAB052027,2000-01-15,2010-11-28,2,2,CAB052,2,1188
CAB052027,2010-11-28,2016-01-15,2,2,CAB052,2,1189
CAB052043,2007-09-28,2010-10-15,2,2,CAB052,2,1190
CAB052051,2010-02-06,2010-07-15,2,2,CAB052,2,1191
CAB052067,2014-06-15,2016-05-15,2,2,CAB052,2,1192
CAB055003,1995-11-16,2001-12-23,3,2,CAB055,2,1193
CAB055006,1995-11-16,2017-05-15,3,2,CAB088,2,1194
CAB055006,2017-05-15,2019-05-15,2,2,CAB088,2,1195
CAB056009,1996-02-13,2007-10-15,3,2,CAB056,2,1196
CAB056009,2007-10-15,2019-06-15,2,2,CAB056,2,1197
CAB056011,2003-06-15,2004-03-15,2,2,CAB056,2,1198
CAB056011,2004-10-29,2007-08-07,2,2,CAB056,2,1199
CAB058009,1995-11-16,1997-03-15,3,2,CAB058,2,1200
CAB058009,1995-11-16,1997-03-15,3,2,CAK069,2,1201
CAB058009,1995-11-16,1997-03-15,3,2,CAE051,2,1202
CAB058009,1997-03-15,2000-07-15,2,2,CAB058,2,1203
CAB058009,1997-03-15,2000-07-15,2,2,CAK069,2,1204
CAB058009,1997-03-15,2000-07-15,2,2,CAE051,2,1205
CAB058011,1995-11-16,2006-09-15,3,2,CAI034,2,1206
CAB058011,2006-09-15,2014-04-15,2,2,CAI034,2,1207
CAB058014,2003-06-15,2005-07-11,2,2,CAB058,1,1208
CAB058014,2005-07-11,2007-07-15,2,2,CAB058,1,1209
CAB058014,2014-01-15,2018-12-15,2,2,CAB058,1,1210
CAB059026,1995-11-16,2002-07-15,3,2,SAJ045,2,1211
CAB059026,2005-12-17,2007-06-08,2,2,SAJ045,2,1212
CAB059028,1995-11-16,2003-07-23,3,2,CAB059,2,1213
CAB059028,2003-07-23,2004-09-15,2,2,CAB059,2,1214
CAB059028,2004-09-15,2005-04-16,2,2,CAB059,2,1215
CAB059045,1996-05-15,1999-08-15,2,2,CAB059,1,1216
CAB059045,2000-03-15,2004-12-15,2,2,CAB059,1,1217
CAB059045,2005-06-15,2009-08-24,2,2,CAB059,1,1218
CAB059050,1999-05-15,2008-01-26,2,2,CAB059,2,1219
CAB059050,1999-05-15,2008-01-26,2,2,SAK081,2,1220
CAB059052,1999-05-15,2001-10-15,2,2,CAB059,2,1221
CAB059052,2002-01-15,2003-11-15,2,2,CAB059,2,1222
CAB059056,NA,NA,NA,NA,CAB059,2,1223
CAB061009,1995-11-16,2012-03-15,3,2,CAB061,2,1224
CAB061011,1995-11-16,2011-12-15,3,2,SGS169,2,1225
CAB061011,1995-11-16,2011-12-15,3,2,CAB061,2,1226
CAB061012,1995-11-16,2000-03-15,3,2,CAC042,2,1227
CAB061012,2000-03-15,2001-06-15,2,2,CAC042,2,1228
CAB061012,2001-06-15,2003-04-08,2,2,CAC042,2,1229
CAB061012,2003-04-08,2004-01-15,2,2,CAC042,2,1230
CAB061012,2004-03-15,2006-05-11,2,2,CAC042,2,1231
CAB061012,2006-05-15,2013-09-15,2,2,CAC042,2,1232
CAB061013,1995-11-16,2003-09-01,3,2,CAB061,2,1233
CAB061013,2004-02-15,2008-11-15,2,2,CAB061,2,1234
CAB061029,2003-09-06,2009-11-15,2,2,CAB061,2,1235
CAB061029,2010-09-24,2011-11-15,2,2,CAB061,2,1236
CAB061029,2013-06-15,2015-05-15,2,2,CAB061,2,1237
CAB061029,2016-07-15,2018-06-15,2,2,CAB061,2,1238
CAB062029,NA,NA,NA,NA,CAB062,2,1239
CAB062033,2009-07-29,2010-02-15,2,2,CAB062,2,1240
CAB062033,2010-07-15,2012-07-15,2,2,CAB062,2,1241
CAB062040,2011-04-26,2013-10-15,2,2,CAB131,2,1242
CAB062064,2016-02-15,2017-03-15,2,2,CAB062,2,1243
CAB063003,1995-11-16,2001-06-15,3,2,CAB063,2,1244
CAB063007,1995-11-16,2003-02-15,3,2,CAM146,1,1245
CAB063007,1995-11-16,2003-02-15,3,2,SGP102,2,1246
CAB063007,1995-11-16,2003-02-15,3,2,SGS215,2,1247
CAB063007,2005-10-13,2011-07-15,2,2,CAM146,1,1248
CAB063007,2005-10-13,2011-07-15,2,2,SGP102,2,1249
CAB063007,2005-10-13,2011-07-15,2,2,SGS215,2,1250
CAB063007,2011-07-15,2014-12-15,2,2,CAM146,1,1251
CAB063007,2011-07-15,2014-12-15,2,2,SGP102,2,1252
CAB063007,2011-07-15,2014-12-15,2,2,SGS215,2,1253
CAB063007,2014-12-15,2018-09-15,2,2,CAM146,1,1254
CAB063007,2014-12-15,2018-09-15,2,2,SGP102,2,1255
CAB063007,2014-12-15,2018-09-15,2,2,SGS215,2,1256
CAB064008,1995-11-16,2004-04-30,3,2,CAB064,2,1257
CAB064011,1995-11-16,1999-05-15,3,2,CAB064,2,1258
CAB064011,2001-09-15,2002-11-15,2,2,CAB064,2,1259
CAB064011,2007-06-17,2011-08-15,2,2,CAB064,2,1260
CAB064011,2015-05-15,2020-09-05,2,1,CAB064,2,1261
CAB064022,1995-11-16,2002-09-28,3,2,CAC041,2,1262
CAB064022,1995-11-16,2002-09-28,3,2,CAB064,2,1263
CAB064023,1995-11-16,2002-03-15,3,2,CAC102,2,1264
CAB064023,2002-03-15,2017-05-15,2,2,CAC102,2,1265
CAB064031,1998-11-23,2004-04-30,1,2,CAB064,2,1266
CAB064031,2004-04-30,2004-09-15,2,2,CAB064,2,1267
CAB064038,2003-11-15,2006-04-29,2,2,CAF081,2,1268
CAB064046,2019-07-15,2020-12-15,2,2,CAB064,2,1269
CAB065005,NA,NA,NA,NA,CAB065,2,1270
CAB065011,1995-11-16,1996-06-29,3,2,CAN030,2,1271
CAB065011,1995-11-16,1996-06-29,3,2,CAB065,2,1272
CAB065011,1996-06-29,2006-06-15,2,2,CAN030,2,1273
CAB065011,1996-06-29,2006-06-15,2,2,CAB065,2,1274
CAB065011,2006-06-15,2010-04-15,2,2,CAN030,2,1275
CAB065011,2006-06-15,2010-04-15,2,2,CAB065,2,1276
CAB065011,2010-04-15,2013-03-15,2,2,CAN030,2,1277
CAB065011,2010-04-15,2013-03-15,2,2,CAB065,2,1278
CAB065017,1995-11-16,2000-01-12,3,2,CAB065,2,1279
CAB065027,1996-02-13,1999-05-15,3,2,CAQ140,2,1280
CAB065027,1999-05-15,2008-08-17,2,2,CAQ140,2,1281
CAB065027,2008-08-17,2014-06-15,2,2,CAQ140,2,1282
CAB065037,1998-10-15,2000-07-15,2,2,CAB065,2,1283
CAB065037,2000-07-15,2013-08-15,2,2,CAB065,2,1284
CAB066012,2001-02-15,2003-05-15,2,2,CAB001,2,1285
CAB066012,2001-02-15,2003-05-15,2,2,CAB066,2,1286
CAB066012,2003-05-15,2006-07-15,2,2,CAB001,2,1287
CAB066012,2003-05-15,2006-07-15,2,2,CAB066,2,1288
CAB070007,2001-09-15,2008-08-07,2,2,CAB070,2,1289
CAB070034,NA,NA,NA,NA,CAB070,2,1290
CAB074007,2004-06-27,2012-02-15,2,2,CAB074,2,1291
CAB075009,1995-11-17,2001-05-15,3,2,CAB075,2,1292
CAB075009,2001-12-15,2005-03-15,2,2,CAB075,2,1293
CAB075009,2005-03-15,2006-01-04,2,2,CAB075,2,1294
CAB075009,2006-01-08,2011-01-15,2,2,CAB075,2,1295
CAB075009,2014-02-05,2014-07-15,2,2,CAB075,2,1296
CAB075013,1995-11-17,1996-06-15,3,2,CAA035,2,1297
CAB075013,1996-06-15,2001-06-15,2,2,CAA035,2,1298
CAB075019,1995-11-17,2003-02-15,3,2,SGP029,2,1299
CAB075019,1995-11-17,2003-02-15,3,2,SGP029,1,1300
CAB075019,2003-02-15,2003-09-30,2,2,SGP029,2,1301
CAB075019,2003-02-15,2003-09-30,2,2,SGP029,1,1302
CAB075019,2003-09-30,2005-09-18,2,2,SGP029,2,1303
CAB075019,2003-09-30,2005-09-18,2,2,SGP029,1,1304
CAB075019,2005-09-18,2007-05-15,2,2,SGP029,2,1305
CAB075019,2005-09-18,2007-05-15,2,2,SGP029,1,1306
CAB075021,1995-11-17,2006-01-03,3,2,CAB075,2,1307
CAB075021,2007-03-08,2014-01-15,2,2,CAB075,2,1308
CAB075025,1999-05-15,2006-02-05,2,2,CAB075,2,1309
CAB075031,2001-09-15,2013-05-15,2,2,CAB075,2,1310
CAB075031,2001-09-15,2013-05-15,2,2,NGA061,2,1311
CAB075040,2009-04-15,2009-09-15,2,2,SGT018,2,1312
CAB075040,2009-05-15,2013-04-15,2,2,SGT018,2,1313
CAB075057,NA,NA,NA,NA,CAB075,2,1314
CAB076002,1995-11-17,2003-05-15,3,2,CAB076,1,1315
CAB076002,2003-06-25,2004-11-15,2,2,CAB076,1,1316
CAB077005,NA,NA,NA,NA,CAB077,2,1317
CAB077007,1995-11-17,2016-08-12,3,1,CAB077,2,1318
CAB077021,1995-11-17,2013-04-15,3,2,WEF169,1,1319
CAB077023,1999-05-15,1999-12-15,2,2,CAB077,2,1320
CAB077023,2001-08-15,2002-08-15,2,2,CAB077,2,1321
CAB077023,2003-07-25,2014-01-15,2,2,CAB077,2,1322
CAB077024,1996-05-15,2013-06-15,2,2,CAB077,2,1323
CAB077024,1996-05-15,2013-06-15,2,2,CAC066,2,1324
CAB077024,1996-05-15,2013-06-15,2,2,NGB076,2,1325
CAB077024,2014-01-20,2015-02-15,2,2,CAB077,2,1326
CAB077024,2014-01-20,2015-02-15,2,2,CAC066,2,1327
CAB077024,2014-01-20,2015-02-15,2,2,NGB076,2,1328
CAB077024,2016-02-15,2016-02-15,2,2,CAB077,2,1329
CAB077024,2016-02-15,2016-02-15,2,2,CAC066,2,1330
CAB077024,2016-02-15,2016-02-15,2,2,NGB076,2,1331
CAB077024,2018-09-15,2018-02-15,2,2,CAB077,2,1332
CAB077024,2018-09-15,2018-02-15,2,2,CAC066,2,1333
CAB077024,2018-09-15,2018-02-15,2,2,NGB076,2,1334
CAB077028,1998-12-26,2010-04-15,1,2,CAB077,2,1335
CAB077028,2011-06-15,2020-06-15,2,2,CAB077,2,1336
CAB077030,2003-08-22,2012-02-15,1,2,CAB077,2,1337
CAB077031,2004-11-15,2010-06-15,2,2,CAB077,2,1338
CAB077031,2012-02-15,2013-06-15,2,2,CAB077,2,1339
CAB077031,2014-04-15,2014-12-15,2,2,CAB077,2,1340
CAB078006,2003-05-15,2005-01-15,2,2,CAM062,2,1341
CAB078006,2005-01-15,2009-06-15,2,2,CAM062,2,1342
CAB078008,1999-05-15,2001-08-15,2,2,NGE096,2,1343
CAB078008,2001-08-15,2016-08-15,2,2,NGE096,2,1344
CAB078008,2018-01-15,2018-12-15,2,2,NGE096,2,1345
CAB078014,2012-07-15,2016-05-15,2,2,CAB078,2,1346
CAB079003,1995-11-18,1999-05-15,3,2,CAP056,2,1347
CAB079003,2001-02-15,2008-09-11,2,2,CAP056,2,1348
CAB079004,1995-11-18,1997-06-15,3,2,SGT160,1,1349
CAB079004,1995-11-18,1997-06-15,3,2,WFG057,2,1350
CAB079004,1997-06-15,2002-02-15,2,2,SGT160,1,1351
CAB079004,1997-06-15,2002-02-15,2,2,WFG057,2,1352
CAB079004,2002-02-15,2012-11-15,2,2,SGT160,1,1353
CAB079004,2002-02-15,2012-11-15,2,2,WFG057,2,1354
CAB079004,2012-06-15,2014-02-15,2,2,SGT160,1,1355
CAB079004,2012-06-15,2014-02-15,2,2,WFG057,2,1356
CAB079006,1995-11-18,1999-12-15,3,2,CAP056,2,1357
CAB079006,2003-09-15,2009-01-15,2,2,CAP056,2,1358
CAB079007,1998-06-06,1999-12-15,1,2,WEF022,1,1359
CAB079007,1998-06-06,1999-12-15,1,2,WEF022,2,1360
CAB080009,NA,NA,NA,NA,CAB080,2,1361
CAB080017,2018-04-15,2020-10-15,2,2,CAB080,2,1362
CAB080022,NA,NA,NA,NA,CAB080,2,1363
CAB081002,2001-06-15,2011-05-15,2,2,CAB081,2,1364
CAB082002,2001-06-15,2003-05-15,2,2,CAB082,2,1365
CAB082010,2008-07-15,2019-01-15,2,2,CAB082,2,1366
CAB083007,NA,NA,NA,NA,CAB083,2,1367
CAB084009,NA,NA,NA,NA,CAB084,2,1368
CAB085005,2002-01-06,2002-06-15,2,2,CAB085,2,1369
CAB085005,2002-01-06,2002-06-15,2,2,CAD037,2,1370
CAB085005,2003-01-15,2005-12-15,2,2,CAB085,2,1371
CAB085005,2003-01-15,2005-12-15,2,2,CAD037,2,1372
CAB085005,2006-01-15,2016-08-15,2,2,CAB085,2,1373
CAB085005,2006-01-15,2016-08-15,2,2,CAD037,2,1374
CAB086008,1999-05-15,2005-07-07,2,2,CAB086,2,1375
CAB086008,2005-07-30,2005-12-16,2,2,CAB086,2,1376
CAB086008,2005-12-16,2006-09-15,2,2,CAB086,2,1377
CAB086008,2007-02-15,2009-01-15,2,2,CAB086,2,1378
CAB086008,2009-09-15,2010-06-18,2,2,CAB086,2,1379
CAB091018,2010-03-15,2012-05-15,2,2,CAB091,2,1380
CAB091018,2010-03-15,2012-05-15,2,2,CAV032,2,1381
CAB091018,2012-10-15,2018-04-15,2,2,CAB091,2,1382
CAB091018,2012-10-15,2018-04-15,2,2,CAV032,2,1383
CAB091021,2012-12-15,2013-12-15,2,2,CAB091,2,1384
CAB091027,2016-04-15,2018-12-15,2,2,CAB091,2,1385
CAB093005,NA,NA,NA,NA,CAB093,2,1386
CAB094004,1995-11-17,1999-05-15,3,2,CAF019,2,1387
CAB094004,1995-11-17,1999-05-15,3,2,CAK092,2,1388
CAB094004,1995-11-17,1999-05-15,3,2,WFG013,2,1389
CAB094004,1999-05-15,1999-08-15,2,2,CAF019,2,1390
CAB094004,1999-05-15,1999-08-15,2,2,CAK092,2,1391
CAB094004,1999-05-15,1999-08-15,2,2,WFG013,2,1392
CAB094004,1999-12-15,2005-03-14,2,2,CAF019,2,1393
CAB094004,1999-12-15,2005-03-14,2,2,CAK092,2,1394
CAB094004,1999-12-15,2005-03-14,2,2,WFG013,2,1395
CAB094004,2005-03-30,2020-03-01,2,1,CAF019,2,1396
CAB094004,2005-03-30,2020-03-01,2,1,CAK092,2,1397
CAB094004,2005-03-30,2020-03-01,2,1,WFG013,2,1398
CAB094006,1995-11-17,1999-05-15,3,2,CAB094,1,1399
CAB094006,1999-05-15,2002-06-25,2,2,CAB094,1,1400
CAB094006,2013-06-15,2015-11-15,2,2,CAB094,1,1401
CAB095002,1995-11-17,1999-12-15,3,2,CAB095,2,1402
CAB095002,1999-12-15,2001-10-15,2,2,CAB095,2,1403
CAB096002,1995-12-01,1998-08-15,3,1,CAB096,2,1404
CAB096002,1995-12-01,1998-08-15,3,1,CAQ004,2,1405
CAB096003,1995-12-01,2001-06-15,3,2,CAB096,2,1406
CAB096003,1995-12-01,2001-06-15,3,2,CAB096,1,1407
CAB096003,2004-08-15,2011-01-15,2,2,CAB096,2,1408
CAB096003,2004-08-15,2011-01-15,2,2,CAB096,1,1409
CAB096003,2011-01-15,2012-12-15,2,2,CAB096,2,1410
CAB096003,2011-01-15,2012-12-15,2,2,CAB096,1,1411
CAB096083,2011-01-15,2013-08-15,2,2,CAB096,2,1412
CAB096088,NA,NA,NA,NA,CAB096,2,1413
CAB097005,1995-12-05,2002-09-15,3,2,NGB285,2,1414
CAB097005,2003-01-03,2010-12-15,2,2,NGB285,2,1415
CAB097022,1995-12-05,1999-12-15,3,2,CAE003,2,1416
CAB097022,1999-12-15,2006-04-15,2,2,CAE003,2,1417
CAB097038,1997-11-15,2005-03-15,2,2,CAB097,2,1418
CAB097038,2006-01-16,2007-06-21,2,2,CAB097,2,1419
CAB097038,2007-06-21,2009-11-15,2,2,CAB097,2,1420
CAB097038,2010-11-15,2011-06-15,2,2,CAB097,2,1421
CAB097038,2011-06-13,2011-12-15,2,2,CAB097,2,1422
CAB097067,2001-12-15,2002-06-15,2,2,CAB097,2,1423
CAB097080,NA,NA,NA,NA,CAB097,2,1424
CAB097091,2012-12-15,2013-08-15,2,2,CAB097,2,1425
CAB098037,2006-12-07,2007-09-15,2,2,CAB098,2,1426
CAB098043,2012-01-12,2012-06-29,2,2,CAB098,2,1427
CAB098048,NA,NA,NA,NA,CAB098,2,1428
CAB098054,2013-04-15,2016-05-15,2,2,CAB098,2,1429
CAB098063,2018-05-15,2020-11-15,2,2,CAB098,2,1430
CAB099003,NA,NA,NA,NA,CAB099,2,1431
CAB102005,NA,NA,NA,NA,CAB102,2,1432
CAB102008,2016-05-15,2020-06-15,2,2,CAB102,2,1433
CAB106006,2010-06-15,2010-12-15,2,2,CAB106,2,1434
CAB106009,2011-08-15,2012-09-15,2,2,CAB106,2,1435
CAB106009,2011-08-15,2012-09-15,2,2,SAK034,1,1436
CAB106009,2012-09-15,2015-10-15,2,2,CAB106,2,1437
CAB106009,2012-09-15,2015-10-15,2,2,SAK034,1,1438
CAB107004,2013-04-15,2015-01-15,2,2,CAB107,2,1439
CAB111002,2015-06-15,2018-01-03,2,2,CAB111,2,1440
CAB112003,2011-03-08,2011-06-15,2,2,CAB112,2,1441
CAB117001,2013-01-15,2016-05-15,2,2,CAB117,2,1442
CAB119003,NA,NA,NA,NA,CAB119,2,1443
CAB120002,2010-10-15,2015-08-15,2,2,CAB120,2,1444
CAB120007,2013-05-15,2020-06-15,2,2,CAB120,2,1445
CAB120026,2014-12-15,2016-12-15,2,2,CAV036,2,1446
CAB120038,NA,NA,NA,NA,CAB120,2,1447
CAB121004,2014-12-15,2018-04-15,2,2,CAB121,2,1448
CAB121004,2014-12-15,2018-04-15,2,2,CAB142,2,1449
CAB125004,NA,NA,NA,NA,CAB125,2,1450
CAB126002,NA,NA,NA,NA,CAB126,2,1451
CAB127005,2013-01-15,2017-01-15,2,2,CAB127,2,1452
CAB132002,2014-02-15,2020-12-15,2,2,CAB132,2,1453
CAB133002,2013-09-15,2017-12-26,2,2,SAJ139,1,1454
CAB135002,2014-09-15,2019-08-15,2,2,CAB135,2,1455
CAC001009,1995-11-17,2009-03-15,3,2,CAC001,2,1456
CAC001010,1995-11-17,2000-03-27,3,2,CAC001,2,1457
CAC001013,1995-11-17,1996-11-15,3,2,SBF046,2,1458
CAC001013,1995-11-17,1996-11-15,3,2,CAU015,2,1459
CAC001013,1995-11-17,1996-11-15,3,2,CAM018,2,1460
CAC001013,1995-11-17,1996-11-15,3,2,CAU011,2,1461
CAC001013,1996-11-15,2000-02-15,2,2,SBF046,2,1462
CAC001013,1996-11-15,2000-02-15,2,2,CAU015,2,1463
CAC001013,1996-11-15,2000-02-15,2,2,CAM018,2,1464
CAC001013,1996-11-15,2000-02-15,2,2,CAU011,2,1465
CAC001013,2000-02-15,2003-04-15,2,2,SBF046,2,1466
CAC001013,2000-02-15,2003-04-15,2,2,CAU015,2,1467
CAC001013,2000-02-15,2003-04-15,2,2,CAM018,2,1468
CAC001013,2000-02-15,2003-04-15,2,2,CAU011,2,1469
CAC001014,1995-11-17,1996-06-15,3,2,CAB047,2,1470
CAC001014,2001-06-06,2007-07-02,2,1,CAB047,2,1471
CAC001024,1995-11-17,2011-06-15,3,2,SGN072,2,1472
CAC001071,2015-10-15,2017-06-15,2,2,CAC115,2,1473
CAC001071,2017-06-15,2020-04-15,2,2,CAC115,2,1474
CAC001074,2016-12-15,2017-08-15,2,2,CAE038,2,1475
CAC001078,NA,NA,NA,NA,CAC001,2,1476
CAC002003,1995-11-17,2009-06-15,3,2,CAC002,2,1477
CAC002009,1995-11-16,2014-11-15,3,2,CAC002,2,1478
CAC002009,2018-03-15,2019-06-15,2,2,CAC002,2,1479
CAC002017,2000-09-15,2002-06-15,2,2,CAE026,2,1480
CAC002017,2002-06-15,2004-03-15,2,2,CAE026,2,1481
CAC003010,1995-11-17,1999-06-15,3,2,CAC001,2,1482
CAC003010,1995-11-17,1999-06-15,3,2,CAF038,2,1483
CAC003010,1999-06-15,2002-08-15,2,2,CAC001,2,1484
CAC003010,1999-06-15,2002-08-15,2,2,CAF038,2,1485
CAC003010,2002-08-15,2003-09-10,2,2,CAC001,2,1486
CAC003010,2002-08-15,2003-09-10,2,2,CAF038,2,1487
CAC003010,2003-09-10,2007-06-05,2,2,CAC001,2,1488
CAC003010,2003-09-10,2007-06-05,2,2,CAF038,2,1489
CAC003012,1995-11-17,1999-10-15,3,2,CAC003,2,1490
CAC003012,1995-11-17,1999-10-15,3,2,CAH017,2,1491
CAC003012,1999-10-15,2010-04-15,2,2,CAC003,2,1492
CAC003012,1999-10-15,2010-04-15,2,2,CAH017,2,1493
CAC003012,2010-04-15,2012-12-15,2,2,CAC003,2,1494
CAC003012,2010-04-15,2012-12-15,2,2,CAH017,2,1495
CAC003014,1996-02-05,2005-03-15,3,2,CAC003,2,1496
CAC003014,2005-03-15,2006-06-18,2,1,CAC003,2,1497
CAC003034,2002-12-15,2004-12-20,2,2,CAC003,2,1498
