motherid,sdate,edate,seventtype,eeventtype,locationid,location,episode_id
EAA004014,2020-12-15,2020-12-15,2,2,NDE020,1,12019
EAA006006,1998-06-15,1998-12-24,2,2,EFH026,1,12020
EAA006006,2000-03-25,2000-07-15,2,2,EFH026,1,12021
EAA006006,2000-07-15,2003-02-15,2,2,EFH026,1,12022
EAA006007,NA,NA,NA,NA,EBD028,1,12023
EAA006008,1998-06-15,2000-03-15,2,2,EBB001,1,12024
EAA006008,2000-03-15,2001-03-15,2,2,EBB001,1,12025
EAA006019,2002-05-15,2018-05-15,2,2,EAB009,1,12026
EAA007009,1995-10-14,1996-11-15,1,2,NEF038,1,12027
EAA007009,2002-05-14,2007-09-05,2,2,NEF038,1,12028
EAA007009,2007-06-15,2007-09-15,2,2,NEF038,1,12029
EAA007009,2009-07-15,2014-06-15,2,2,NEF038,1,12030
EAA007009,2015-01-15,2017-06-15,2,2,NEF038,1,12031
EAA008013,1999-07-15,2003-12-15,2,2,EAA008,1,12032
EAA008021,2003-05-15,2017-05-15,2,2,NFE063,1,12033
EAA011009,NA,NA,NA,NA,EAA011,1,12034
EAA011009,NA,NA,NA,NA,EAA052,1,12035
EAA012006,NA,NA,NA,NA,EAA012,1,12036
EAA012901,NA,NA,NA,NA,EAE075,1,12037
EAA012902,1996-05-15,2002-03-15,2,2,EAA012,1,12038
EAA012902,1996-05-15,2002-03-15,2,2,SEB005,1,12039
EAA012902,2003-03-21,2010-05-02,2,2,EAA012,1,12040
EAA012902,2003-03-21,2010-05-02,2,2,SEB005,1,12041
EAA013003,NA,NA,NA,NA,EAA013,1,12042
EAA013005,NA,NA,NA,NA,EAA013,1,12043
EAA013007,NA,NA,NA,NA,EEB014,1,12044
EAA013008,2003-04-08,2004-07-20,2,2,EAE025,1,12045
EAA013008,2004-07-20,2004-09-05,2,2,EAE025,1,12046
EAA014009,1999-05-15,1999-09-15,2,2,EAA014,1,12047
EAA014501,2003-07-16,2009-02-15,2,2,EBF004,1,12048
EAA014501,2009-02-15,2011-10-15,2,2,EBF004,1,12049
EAA014501,2013-05-15,2018-07-15,2,2,EBF004,1,12050
EAA015004,1997-11-15,2005-06-15,2,2,EAA015,1,12051
EAA016019,NA,NA,NA,NA,EAA016,1,12052
EAA016021,NA,NA,NA,NA,EAA016,1,12053
EAA016022,NA,NA,NA,NA,EAA016,1,12054
EAA016023,NA,NA,NA,NA,EAA016,1,12055
EAA016025,1996-02-15,2001-07-15,2,2,ECA072,1,12056
EAA016025,2001-07-15,2004-12-23,2,2,ECA072,1,12057
EAA016026,NA,NA,NA,NA,EAA016,1,12058
EAA016026,NA,NA,NA,NA,ECB006,1,12059
EAA016027,2001-05-15,2002-07-15,2,2,NFD030,1,12060
EAA016027,2004-05-15,2005-02-15,2,2,NFD030,1,12061
EAA016027,2005-02-15,2005-12-19,2,2,NFD030,1,12062
EAA016028,1998-03-15,2000-03-15,2,2,CAI083,1,12063
EAA016028,1998-03-15,2000-03-15,2,2,CAI083,2,12064
EAA016028,2000-03-25,2000-07-15,2,2,CAI083,1,12065
EAA016028,2000-03-25,2000-07-15,2,2,CAI083,2,12066
EAA016031,1997-03-15,2004-12-15,2,2,EBF001,1,12067
EAA016031,2004-12-15,2007-04-15,2,2,EBF001,1,12068
EAA016034,2000-12-15,2005-03-15,2,2,EAA065,1,12069
EAA016034,2005-03-15,2006-05-08,2,2,EAA065,1,12070
EAA016034,2007-01-12,2009-08-09,2,2,EAA065,1,12071
EAA016034,2009-11-15,2011-10-15,2,2,EAA065,1,12072
EAA016035,2004-04-15,2004-12-15,2,2,EAA016,1,12073
EAA016048,1996-10-14,2004-04-10,1,2,EAG053,1,12074
EAA016048,1996-10-14,2004-04-10,1,2,NDE028,1,12075
EAA016048,2004-04-10,2009-08-15,2,2,EAG053,1,12076
EAA016048,2004-04-10,2009-08-15,2,2,NDE028,1,12077
EAA016048,2009-09-05,2016-06-04,2,2,EAG053,1,12078
EAA016048,2009-09-05,2016-06-04,2,2,NDE028,1,12079
EAA016049,1996-11-05,2005-02-15,1,2,EGA023,1,12080
EAA016049,2005-02-15,2011-01-15,2,2,EGA023,1,12081
EAA016049,2012-03-15,2014-02-15,2,2,EGA023,1,12082
EAA016049,2017-01-15,2017-11-15,2,2,EGA023,1,12083
EAA016064,2001-02-15,2003-03-09,2,2,EAA016,1,12084
EAA016064,2001-02-15,2003-03-09,2,2,EAA066,1,12085
EAA016064,2008-05-15,2009-01-05,2,2,EAA016,1,12086
EAA016064,2008-05-15,2009-01-05,2,2,EAA066,1,12087
EAA016086,NA,NA,NA,NA,EAA016,1,12088
EAA016701,2005-02-15,2013-05-15,2,2,EAA066,1,12089
EAA016701,2005-02-15,2013-05-15,2,2,EBB035,1,12090
EAA016701,2013-05-15,2020-05-15,2,2,EAA066,1,12091
EAA016701,2013-05-15,2020-05-15,2,2,EBB035,1,12092
EAA017010,2000-04-15,2000-11-15,2,2,EAA017,1,12093
EAA017010,2001-04-15,2002-01-14,2,2,EAA017,1,12094
EAA017010,2002-06-20,2003-11-14,2,2,EAA017,1,12095
EAA017010,2005-04-25,2008-01-10,2,2,EAA017,1,12096
EAA017014,2004-05-10,2006-02-15,2,2,EAA017,1,12097
EAA017014,2006-05-16,2008-01-10,2,2,EAA017,1,12098
EAA017014,2008-05-04,2009-05-15,2,2,EAA017,1,12099
EAA017021,1997-06-25,2004-05-05,2,2,EAA017,1,12100
EAA017021,2009-05-15,2017-05-06,2,2,EAA017,1,12101
EAA017023,1998-03-05,2004-05-05,1,2,EFG003,1,12102
EAA017023,2010-12-15,2015-01-15,2,2,EFG003,1,12103
EAA018002,NA,NA,NA,NA,EAA018,1,12104
EAA018006,1999-06-15,1999-12-15,2,2,EAB034,1,12105
EAA019006,1998-05-15,1999-12-25,2,2,EAB028,1,12106
EAA019006,1999-12-25,2001-04-15,2,2,EAB028,1,12107
EAA019011,1996-04-01,1996-04-01,2,2,EAA019,1,12108
EAA019011,1996-08-15,1996-08-15,2,2,EAA019,1,12109
EAA019011,1996-08-15,1996-11-15,2,2,EAA019,1,12110
EAA019014,2001-02-12,2005-01-10,2,2,EAA019,1,12111
EAA019014,2006-01-10,2009-05-15,2,2,EAA019,1,12112
EAA019021,2008-01-12,2009-04-15,2,2,EAA019,1,12113
EAA020003,NA,NA,NA,NA,NAB071,1,12114
EAA020009,1998-06-15,1999-06-15,2,2,EBE026,1,12115
EAA020009,1998-06-15,1999-06-15,2,2,EBE026,2,12116
EAA020009,1999-06-15,2001-03-15,2,2,EBE026,1,12117
EAA020009,1999-06-15,2001-03-15,2,2,EBE026,2,12118
EAA020009,2003-01-02,2006-06-15,2,2,EBE026,1,12119
EAA020009,2003-01-02,2006-06-15,2,2,EBE026,2,12120
EAA020009,2006-06-15,2011-10-15,2,2,EBE026,1,12121
EAA020009,2006-06-15,2011-10-15,2,2,EBE026,2,12122
EAA020010,2002-03-25,2004-04-02,2,2,EAB009,1,12123
EAA020010,2007-09-13,2008-04-15,2,2,EAB009,1,12124
EAA020801,1997-03-15,2011-07-15,2,2,NDD056,1,12125
EAA021015,1996-08-15,2002-08-15,2,2,EAA023,1,12126
EAA021018,NA,NA,NA,NA,EAA023,1,12127
EAA021019,2008-02-10,2008-11-25,2,2,EAA021,1,12128
EAA021019,2009-03-28,2015-08-15,2,2,EAA021,1,12129
EAA021027,2002-04-15,2008-02-10,2,2,EAA068,1,12130
EAA021027,2002-04-15,2008-02-10,2,2,NDE027,1,12131
EAA021027,2008-02-10,2010-04-15,2,2,EAA068,1,12132
EAA021027,2008-02-10,2010-04-15,2,2,NDE027,1,12133
EAA021027,2010-04-15,2012-02-15,2,2,EAA068,1,12134
EAA021027,2010-04-15,2012-02-15,2,2,NDE027,1,12135
EAA021027,2013-06-15,2016-11-15,2,2,EAA068,1,12136
EAA021027,2013-06-15,2016-11-15,2,2,NDE027,1,12137
EAA021032,1997-01-12,1997-09-15,2,2,EAA021,1,12138
EAA021045,2008-02-15,2010-03-15,2,2,EAA021,1,12139
EAA021047,2008-12-15,2013-03-15,2,2,EAA021,1,12140
EAA022921,NA,NA,NA,NA,EEA023,1,12141
EAA023003,NA,NA,NA,NA,EAA023,1,12142
EAA023009,1998-02-15,2001-05-15,2,2,EBC006,1,12143
EAA023009,2001-08-15,2001-12-15,2,2,EBC006,1,12144
EAA024017,1996-03-10,2005-04-25,2,2,SAE024,1,12145
EAA024017,2008-09-15,2016-11-15,2,2,SAE024,1,12146
EAA024018,1995-08-15,2000-12-15,2,2,CAI101,2,12147
EAA024018,1995-08-15,2000-12-15,2,2,CAK086,1,12148
EAA024018,1995-08-15,2000-12-15,2,2,ECD056,2,12149
EAA024018,2000-12-28,2005-05-15,2,2,CAI101,2,12150
EAA024018,2000-12-28,2005-05-15,2,2,CAK086,1,12151
EAA024018,2000-12-28,2005-05-15,2,2,ECD056,2,12152
EAA024018,2007-03-15,2017-03-15,2,2,CAI101,2,12153
EAA024018,2007-03-15,2017-03-15,2,2,CAK086,1,12154
EAA024018,2007-03-15,2017-03-15,2,2,ECD056,2,12155
EAA024027,1997-06-15,2001-03-15,2,2,EBB001,1,12156
EAA024027,2001-05-15,2011-01-17,2,2,EBB001,1,12157
EAA024027,2011-01-17,2015-11-15,2,2,EBB001,1,12158
EAA024044,1999-12-15,2001-05-15,2,2,NGE087,1,12159
EAA024044,1999-12-15,2001-05-15,2,2,NGG040,2,12160
EAA024044,2001-05-15,2002-08-15,2,2,NGE087,1,12161
EAA024044,2001-05-15,2002-08-15,2,2,NGG040,2,12162
EAA024044,2002-08-15,2012-02-15,2,2,NGE087,1,12163
EAA024044,2002-08-15,2012-02-15,2,2,NGG040,2,12164
EAA024045,2005-09-15,2006-04-15,2,2,EAA024,1,12165
EAA024054,1996-10-15,1998-03-16,2,2,EAA024,1,12166
EAA024054,1999-12-29,2001-04-03,2,2,EAA024,1,12167
EAA024054,2015-06-15,2018-06-15,2,2,EAA024,1,12168
EAA024701,1996-06-15,2001-03-15,2,2,EAA085,1,12169
EAA024701,2001-06-15,2011-01-17,2,2,EAA085,1,12170
EAA024701,2011-01-17,2014-04-15,2,2,EAA085,1,12171
EAA024701,2014-04-15,2015-03-15,2,2,EAA085,1,12172
EAA024701,2015-03-15,2016-03-15,2,2,EAA085,1,12173
EAA025005,NA,NA,NA,NA,EAA025,1,12174
EAA025005,NA,NA,NA,NA,EAA051,1,12175
EAA025006,NA,NA,NA,NA,EDD042,1,12176
EAA025007,1999-05-15,2000-02-15,2,2,EBC037,1,12177
EAA025007,2000-02-15,2001-05-15,2,2,EBC037,1,12178
EAA025010,1997-02-15,2011-03-15,2,2,EAA051,1,12179
EAA025010,1997-02-15,2011-03-15,2,2,SHD099,1,12180
EAA025010,2012-04-15,2013-01-15,2,2,EAA051,1,12181
EAA025010,2012-04-15,2013-01-15,2,2,SHD099,1,12182
EAA025010,2013-01-15,2014-09-22,2,2,EAA051,1,12183
EAA025010,2013-01-15,2014-09-22,2,2,SHD099,1,12184
EAA025010,2016-06-15,2018-07-15,2,2,EAA051,1,12185
EAA025010,2016-06-15,2018-07-15,2,2,SHD099,1,12186
EAA025011,1997-04-24,1997-08-24,1,2,EBA013,1,12187
EAA025011,1997-08-24,2015-05-15,2,2,EBA013,1,12188
EAA025301,1998-04-13,1998-09-15,2,2,EBC005,1,12189
EAA025301,1998-09-15,1999-06-15,2,2,EBC005,1,12190
EAA025301,1999-06-15,2006-09-08,2,2,EBC005,1,12191
EAA025301,2007-09-08,2007-09-08,2,2,EBC005,1,12192
EAA025301,2009-05-15,2012-05-15,2,2,EBC005,1,12193
EAA025301,2018-06-15,2020-04-15,2,2,EBC005,1,12194
EAA026005,2012-09-09,2017-02-15,2,2,EAA026,1,12195
EAA026007,2004-04-25,2010-03-15,2,2,EAA026,1,12196
EAA027004,2001-04-15,2014-04-15,2,2,EAA027,1,12197
EAA027005,NA,NA,NA,NA,EAA027,1,12198
EAA027006,NA,NA,NA,NA,EAC043,1,12199
EAA027006,NA,NA,NA,NA,EAF061,1,12200
EAA027018,2005-07-03,2018-06-15,2,2,EAA027,1,12201
EAA027019,2011-11-15,2014-03-15,2,2,EAA027,1,12202
EAA027019,2016-06-15,2018-04-10,2,2,EAA027,1,12203
EAA029002,NA,NA,NA,NA,EAA029,1,12204
EAA029006,1999-04-15,1999-12-15,2,2,EAA029,1,12205
EAA029011,2006-12-29,2008-01-12,2,2,EAA029,1,12206
EAA029011,2008-12-28,2010-04-15,2,2,EAA029,1,12207
EAA029011,2011-01-01,2012-05-15,2,2,EAA029,1,12208
EAA029011,2013-03-05,2017-03-15,2,2,EAA029,1,12209
EAA030005,2007-01-09,2012-11-15,2,2,EDC036,1,12210
EAA030006,2005-05-25,2012-06-15,2,2,EAA030,1,12211
EAA030006,2005-05-25,2012-06-15,2,2,EBA065,1,12212
EAA030006,2012-05-15,2014-10-15,2,2,EAA030,1,12213
EAA030006,2012-05-15,2014-10-15,2,2,EBA065,1,12214
EAA031003,NA,NA,NA,NA,EAA057,1,12215
EAA031003,NA,NA,NA,NA,EAA031,1,12216
EAA035006,2012-06-15,2018-11-15,2,2,EAA035,1,12217
EAA036005,NA,NA,NA,NA,EBB031,1,12218
EAA036021,NA,NA,NA,NA,EAA036,1,12219
EAA037003,NA,NA,NA,NA,EAA037,1,12220
EAA038005,1997-03-15,2005-08-20,2,2,EAA038,1,12221
EAA038005,2006-05-15,2007-11-15,2,2,EAA038,1,12222
EAA038005,2008-05-05,2009-03-15,2,2,EAA038,1,12223
EAA038005,2010-06-15,2017-04-15,2,2,EAA038,1,12224
EAA038009,2000-05-02,2004-06-15,2,2,EAA038,1,12225
EAA038009,2004-10-13,2006-12-15,2,2,EAA038,1,12226
EAA038009,2009-02-15,2016-05-15,2,2,EAA038,1,12227
EAA038009,2019-05-15,2020-02-15,2,2,EAA038,1,12228
EAA038015,2003-06-29,2004-06-15,1,2,NEC023,1,12229
EAA038015,2004-10-13,2006-12-16,2,2,NEC023,1,12230
EAA038015,2009-09-15,2018-08-15,2,2,NEC023,1,12231
EAA039004,2000-01-11,2000-12-15,2,2,EAA039,1,12232
EAA039004,2001-05-15,2005-10-04,2,2,EAA039,1,12233
EAA039004,2006-06-15,2017-11-15,2,2,EAA039,1,12234
EAA039005,NA,NA,NA,NA,EAA039,1,12235
EAA039024,1996-12-15,1997-12-15,2,2,SHE022,1,12236
EAA039024,1997-12-15,1998-01-15,2,2,SHE022,1,12237
EAA039024,1998-01-15,1998-07-15,2,2,SHE022,1,12238
EAA039024,1998-07-15,1998-09-15,2,2,SHE022,1,12239
EAA039024,1999-03-15,2016-10-10,2,1,SHE022,1,12240
EAA040004,NA,NA,NA,NA,EAA040,1,12241
EAA041007,2001-08-15,2004-10-28,2,2,EAA036,1,12242
EAA041007,2001-08-15,2004-10-28,2,2,EAA041,1,12243
EAA041007,2004-10-28,2006-05-03,2,2,EAA036,1,12244
EAA041007,2004-10-28,2006-05-03,2,2,EAA041,1,12245
EAA041007,2013-07-28,2015-01-15,2,2,EAA036,1,12246
EAA041007,2013-07-28,2015-01-15,2,2,EAA041,1,12247
EAA041013,1999-06-16,2008-03-15,2,2,EAA041,1,12248
EAA041013,1999-06-16,2008-03-15,2,2,EAA070,1,12249
EAA041016,1999-06-15,2008-03-15,2,2,NEG017,1,12250
EAA041016,2008-03-15,2010-06-15,2,2,NEG017,1,12251
EAA041016,2010-09-15,2015-05-15,2,2,NEG017,1,12252
EAA041016,2017-02-15,2018-04-15,2,2,NEG017,1,12253
EAA042009,1997-02-28,2017-02-15,1,2,NFC017,1,12254
EAA042009,2018-12-15,2020-06-15,2,2,NFC017,1,12255
EAA044007,2002-04-15,2005-06-20,2,2,EBA048,1,12256
EAA044007,2005-10-04,2006-02-25,2,2,EBA048,1,12257
EAA044013,2001-05-15,2006-04-15,2,2,EBB052,1,12258
EAA044013,2010-01-15,2014-07-15,2,2,EBB052,1,12259
EAA044013,2016-09-15,2017-06-15,2,2,EBB052,1,12260
EAA044014,1999-06-15,1999-10-15,2,2,NDE088,1,12261
EAA044014,1999-10-15,2014-06-15,2,2,NDE088,1,12262
EAA044014,2014-06-15,2017-06-15,2,2,NDE088,1,12263
EAA044015,1997-01-15,2001-12-15,2,2,EBG031,1,12264
EAA044015,2008-05-15,2013-06-15,2,2,EBG031,1,12265
EAA044021,2003-08-08,2005-03-15,2,2,EAA044,1,12266
EAA044021,2006-06-15,2009-05-15,2,2,EAA044,1,12267
EAA045003,2005-03-20,2014-09-15,2,2,EDD044,1,12268
EAA045005,2007-09-15,2008-05-08,2,2,EBB023,1,12269
EAA045005,2008-10-15,2013-08-15,2,2,EBB023,1,12270
EAA045006,1996-09-15,2004-01-07,2,2,EBA025,1,12271
EAA045006,1996-09-15,2004-01-07,2,2,NGM022,1,12272
EAA045006,2006-03-01,2008-10-15,2,2,EBA025,1,12273
EAA045006,2006-03-01,2008-10-15,2,2,NGM022,1,12274
EAA045006,2008-10-15,2009-05-15,2,2,EBA025,1,12275
EAA045006,2008-10-15,2009-05-15,2,2,NGM022,1,12276
EAA045007,NA,NA,NA,NA,EAA045,1,12277
EAA045008,1999-05-15,2014-09-15,2,2,EDD044,1,12278
EAA045013,2001-03-31,2005-05-15,2,2,EAA045,1,12279
EAA045013,2005-05-15,2005-12-15,2,2,EAA045,1,12280
EAA046002,NA,NA,NA,NA,EAA046,1,12281
EAA048002,NA,NA,NA,NA,EAA048,1,12282
EAA048010,2010-11-15,2013-07-15,2,2,EAA048,1,12283
EAA048012,NA,NA,NA,NA,EAA048,1,12284
EAA049004,1997-12-18,2004-03-15,2,2,EAA049,1,12285
EAA049004,2004-03-15,2004-08-20,2,2,EAA049,1,12286
EAA049004,2004-10-15,2006-04-10,2,2,EAA049,1,12287
EAA049004,2009-05-15,2011-11-15,2,2,EAA049,1,12288
EAA049005,1998-10-08,2004-03-15,1,2,EAA049,1,12289
EAA049005,1998-10-08,2004-03-15,1,2,SGN034,1,12290
EAA049005,2004-03-15,2004-08-20,2,2,EAA049,1,12291
EAA049005,2004-03-15,2004-08-20,2,2,SGN034,1,12292
EAA049005,2004-10-15,2007-10-21,2,2,EAA049,1,12293
EAA049005,2004-10-15,2007-10-21,2,2,SGN034,1,12294
EAA049005,2007-10-21,2018-11-15,2,2,EAA049,1,12295
EAA049005,2007-10-21,2018-11-15,2,2,SGN034,1,12296
EAA049005,2018-12-15,2019-11-15,2,2,EAA049,1,12297
EAA049005,2018-12-15,2019-11-15,2,2,SGN034,1,12298
EAA050001,1998-05-15,2016-06-15,1,2,NDD020,1,12299
EAA055002,2007-08-14,2008-06-30,2,2,EAA055,1,12300
EAA056002,2003-12-24,2015-01-15,2,2,EAA056,1,12301
EAA056012,NA,NA,NA,NA,EAA056,1,12302
EAA057002,2013-01-25,2018-04-15,2,2,SFF033,1,12303
EAA057002,2018-09-15,2019-03-15,2,2,SFF033,1,12304
EAA058003,2011-07-15,2012-11-15,2,2,EAA058,1,12305
EAA064014,2005-12-15,2006-02-15,2,2,EBB032,1,12306
EAA064014,2007-04-15,2017-01-15,2,2,EBB032,1,12307
EAA065005,NA,NA,NA,NA,EAA065,1,12308
EAA065017,2016-01-30,2019-07-15,2,2,EAA065,1,12309
EAA068015,2016-09-15,2018-05-09,2,2,EAA021,1,12310
EAA068015,2016-09-15,2018-05-09,2,2,EAA068,1,12311
EAA070019,2018-04-15,2019-02-15,2,2,EAA070,1,12312
EAA073013,NA,NA,NA,NA,EAA073,1,12313
EAA082006,2014-09-14,2016-01-15,2,2,EAA082,1,12314
EAA082006,2016-04-15,2017-11-15,2,2,EAA082,1,12315
EAB001002,NA,NA,NA,NA,EAB001,1,12316
EAB001007,NA,NA,NA,NA,EAB001,1,12317
EAB001009,NA,NA,NA,NA,EAB001,1,12318
EAB001013,2000-12-20,2002-02-15,2,2,EAB001,1,12319
EAB001021,NA,NA,NA,NA,EAB001,1,12320
EAB001601,2009-09-15,2014-01-15,2,2,NFF063,1,12321
EAB001601,2019-02-15,2020-03-27,2,2,NFF063,1,12322
EAB002009,NA,NA,NA,NA,EAB002,1,12323
EAB002010,1999-03-15,1999-03-15,2,2,NFE037,1,12324
EAB002010,2000-11-15,2006-11-15,2,2,NFE037,1,12325
EAB002010,2007-03-25,2008-01-15,2,2,NFE037,1,12326
EAB002010,2008-05-15,2020-06-15,2,2,NFE037,1,12327
EAB002012,NA,NA,NA,NA,EAA067,1,12328
EAB002012,NA,NA,NA,NA,EAA002,1,12329
EAB002013,1999-02-15,2004-09-15,2,2,NFG008,1,12330
EAB002014,NA,NA,NA,NA,NFE041,1,12331
EAB002015,2003-07-20,2005-01-05,2,2,EAB002,1,12332
EAB002015,2005-01-05,2006-02-20,2,2,EAB002,1,12333
EAB002015,2006-02-20,2006-09-15,2,2,EAB002,1,12334
EAB002015,2006-11-15,2008-09-15,2,2,EAB002,1,12335
EAB002015,2008-10-15,2017-06-15,2,2,EAB002,1,12336
EAB002015,2017-06-15,2018-03-15,2,2,EAB002,1,12337
EAB002016,2014-03-15,2018-07-15,2,2,EAB002,1,12338
EAB002022,1995-06-15,1997-03-15,2,2,NDA073,1,12339
EAB002022,2002-01-15,2006-10-15,2,2,NDA073,1,12340
EAB002022,2008-07-15,2011-02-15,2,2,NDA073,1,12341
EAB002022,2011-02-15,2017-02-15,2,2,NDA073,1,12342
EAB003002,NA,NA,NA,NA,EAB003,1,12343
EAB003003,2005-02-05,2016-11-18,2,1,EAB003,1,12344
EAB003961,2004-03-15,2011-12-15,2,2,NFE043,1,12345
EAB004008,NA,NA,NA,NA,EAB004,1,12346
EAB004010,NA,NA,NA,NA,EAB004,1,12347
EAB004013,NA,NA,NA,NA,EAB064,1,12348
EAB004025,2009-12-15,2011-05-18,2,2,EAA015,1,12349
EAB005006,NA,NA,NA,NA,ECA027,1,12350
EAB005011,1998-12-20,2006-03-15,2,2,EAB005,1,12351
EAB006006,NA,NA,NA,NA,EAB006,1,12352
EAB006008,1999-05-15,2008-09-15,2,2,NCG006,1,12353
EAB006008,1999-05-15,2008-09-15,2,2,NCF080,1,12354
EAB006013,2010-05-14,2011-07-15,2,2,EAB006,2,12355
EAB006013,2010-05-14,2011-07-15,2,2,NGE162,1,12356
EAB006013,2010-05-14,2011-07-15,2,2,NGG096,2,12357
EAB006013,2012-02-15,2013-08-15,2,2,EAB006,2,12358
EAB006013,2012-02-15,2013-08-15,2,2,NGE162,1,12359
EAB006013,2012-02-15,2013-08-15,2,2,NGG096,2,12360
EAB006013,2013-08-15,2017-06-15,2,2,EAB006,2,12361
EAB006013,2013-08-15,2017-06-15,2,2,NGE162,1,12362
EAB006013,2013-08-15,2017-06-15,2,2,NGG096,2,12363
EAB007002,NA,NA,NA,NA,EAB007,1,12364
EAB007004,2005-04-22,2007-12-28,2,2,EAB007,1,12365
EAB007004,2008-04-15,2018-10-15,2,2,EAB007,1,12366
EAB007005,NA,NA,NA,NA,EAB007,1,12367
EAB007011,2003-05-15,2003-12-07,2,2,NFE096,1,12368
EAB007011,2003-05-15,2003-12-07,2,2,EAF065,1,12369
EAB007011,2003-05-15,2003-12-07,2,2,EAC061,1,12370
EAB007011,2005-09-15,2007-01-06,2,2,NFE096,1,12371
EAB007011,2005-09-15,2007-01-06,2,2,EAF065,1,12372
EAB007011,2005-09-15,2007-01-06,2,2,EAC061,1,12373
EAB007011,2011-06-02,2012-05-15,2,2,NFE096,1,12374
EAB007011,2011-06-02,2012-05-15,2,2,EAF065,1,12375
EAB007011,2011-06-02,2012-05-15,2,2,EAC061,1,12376
EAB007011,2012-06-15,2012-12-15,2,2,NFE096,1,12377
EAB007011,2012-06-15,2012-12-15,2,2,EAF065,1,12378
EAB007011,2012-06-15,2012-12-15,2,2,EAC061,1,12379
EAB007011,2013-01-20,2013-07-15,2,2,NFE096,1,12380
EAB007011,2013-01-20,2013-07-15,2,2,EAF065,1,12381
EAB007011,2013-01-20,2013-07-15,2,2,EAC061,1,12382
EAB007011,2013-10-15,2014-04-15,2,2,NFE096,1,12383
EAB007011,2013-10-15,2014-04-15,2,2,EAF065,1,12384
EAB007011,2013-10-15,2014-04-15,2,2,EAC061,1,12385
EAB007011,2015-01-15,2015-06-15,2,2,NFE096,1,12386
EAB007011,2015-01-15,2015-06-15,2,2,EAF065,1,12387
EAB007011,2015-01-15,2015-06-15,2,2,EAC061,1,12388
EAB007011,2015-04-15,2015-04-15,2,2,NFE096,1,12389
EAB007011,2015-04-15,2015-04-15,2,2,EAF065,1,12390
EAB007011,2015-04-15,2015-04-15,2,2,EAC061,1,12391
EAB007011,2015-06-15,2015-12-15,2,2,NFE096,1,12392
EAB007011,2015-06-15,2015-12-15,2,2,EAF065,1,12393
EAB007011,2015-06-15,2015-12-15,2,2,EAC061,1,12394
EAB007011,2018-04-20,2018-04-20,2,2,NFE096,1,12395
EAB007011,2018-04-20,2018-04-20,2,2,EAF065,1,12396
EAB007011,2018-04-20,2018-04-20,2,2,EAC061,1,12397
EAB007024,2009-07-15,2011-02-15,2,2,EAB007,1,12398
EAB007024,2015-01-15,2015-05-15,2,2,EAB007,1,12399
EAB008008,NA,NA,NA,NA,EAB008,1,12400
EAB008010,2001-10-15,2005-02-15,2,2,EFE028,1,12401
EAB008011,2007-11-07,2011-01-15,2,2,EEE009,1,12402
EAB008011,2013-11-15,2014-08-15,2,2,EEE009,1,12403
EAB008014,NA,NA,NA,NA,EAB008,1,12404
EAB008020,2000-03-09,2011-04-15,1,2,NEC012,1,12405
EAB008020,2013-07-15,2018-05-15,2,2,NEC012,1,12406
EAB008035,2016-02-15,2017-03-15,2,2,EAB008,1,12407
EAB008035,2019-02-15,2019-06-15,2,2,EAB008,1,12408
EAB009007,2000-05-15,2018-06-15,2,2,NFD013,1,12409
EAB010008,NA,NA,NA,NA,EAB010,1,12410
EAB011007,1996-06-15,1996-11-15,2,2,NDD084,1,12411
EAB011007,2004-05-15,2004-10-12,2,2,NDD084,1,12412
EAB011007,2004-10-12,2005-06-15,2,2,NDD084,1,12413
EAB012009,1999-06-06,2013-06-15,1,2,EAB012,1,12414
EAB012009,2015-09-15,2017-11-15,2,2,EAB012,1,12415
EAB013003,2002-05-15,2004-06-15,2,2,EBB003,1,12416
EAB013003,2002-05-15,2004-06-15,2,2,EBB081,1,12417
EAB014006,2007-06-15,2008-03-15,2,2,EAB030,1,12418
EAB014006,2009-07-10,2013-01-17,2,2,EAB030,1,12419
EAB015012,NA,NA,NA,NA,EAB015,1,12420
EAB017002,2001-04-15,2004-05-15,2,2,EAB017,1,12421
EAB017501,1997-06-15,1997-09-15,2,2,EAB017,1,12422
EAB017501,1997-09-15,1998-04-15,2,2,EAB017,1,12423
EAB017501,1998-04-15,2000-02-15,2,2,EAB017,1,12424
EAB017501,2001-09-15,2011-02-15,2,2,EAB017,1,12425
EAB017501,2012-09-19,2014-05-14,2,2,EAB017,1,12426
EAB018008,1996-02-15,1997-03-15,2,2,EAB018,1,12427
EAB018008,1996-02-15,1997-03-15,2,2,NDE028,1,12428
EAB018008,1997-12-15,1998-05-15,2,2,EAB018,1,12429
EAB018008,1997-12-15,1998-05-15,2,2,NDE028,1,12430
EAB018008,1998-05-15,2003-04-15,2,2,EAB018,1,12431
EAB018008,1998-05-15,2003-04-15,2,2,NDE028,1,12432
EAB018008,2003-04-15,2008-08-15,2,2,EAB018,1,12433
EAB018008,2003-04-15,2008-08-15,2,2,NDE028,1,12434
EAB018008,2008-08-15,2010-05-13,2,1,EAB018,1,12435
EAB018008,2008-08-15,2010-05-13,2,1,NDE028,1,12436
EAB019009,2000-11-15,2004-07-15,2,2,EAB019,1,12437
EAB019009,2004-07-15,2009-02-15,2,2,EAB019,1,12438
EAB019009,2009-02-15,2013-03-15,2,1,EAB019,1,12439
